instance_id,variant_type,repo,lang,split,status,exclusion_reason,flags,n_f2p_effective,n_p2p_effective,p_hat_orig,p_hat_source_orig,empirical_success_rate
opencodeinstruct-454b2942fce5,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-1e4edd44078b,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-1600b442efaf,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-f9ae2e9cab49,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-1487b3dbc1d0,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-beef9e3ce467,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-b08de90ad076,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-f2bb2c7ad197,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.125
opencodeinstruct-8eb6d7a508e0,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
opencodeinstruct-dedd61456beb,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-28824b5b7218,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.375
opencodeinstruct-cbf246b29565,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-d0d630a26606,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",0.0
opencodeinstruct-7630799b9452,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-fda23fa93c91,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.625
opencodeinstruct-180be81d77e1,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-8a329a228838,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.5
opencodeinstruct-cef18aeb4a87,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-a4ab5e21c69d,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-bf7171dec7d8,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.5
opencodeinstruct-1b5b27f85b35,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-2c6000a67fc5,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-fe5a11f5e5aa,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.625
opencodeinstruct-591bd003f38c,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-157e61b315db,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-ee21cf2df18b,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.625,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-1d6e160d6f6c,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-4a68a368ce28,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.875
opencodeinstruct-189c8b3f83e3,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-c8c5b7245021,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-36abf0a921ef,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-ff3429f81415,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-afb1cabf464c,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-e10263f10e95,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-10d0b76370c0,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.125
opencodeinstruct-937678a2fd23,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.125
opencodeinstruct-7d33dc119a24,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-835341a860eb,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=1,k=8)",
opencodeinstruct-d94e693d0d06,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-84f5fad52bdb,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-95700008d09e,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-816155a07baa,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-3d1b1c573d46,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-535b285a50ba,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-327c0574e9a2,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-e47cabfccd58,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-56d0b2dbf261,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.375
opencodeinstruct-15705e78f7d2,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-9a4cd9ed92d1,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-a9eb6e062e63,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-dc874e4e7219,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-c613994b1c54,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.25
kodcode-fdfa1642cf7e,ut_pytest,,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL;PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-86058936b0ca,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-c35cbc094678,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.75
kodcode-1568903b070d,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.375
opencodeinstruct-6d252298e120,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-ebf3edd1a1dd,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-b775ee17b757,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-c212d83fe058,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.625
kodcode-06ea3d4c9b81,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-25e15df82f55,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.875
kodcode-c298f4c7178c,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=16)",
kodcode-319b48eea641,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",
kodcode-a930e445c716,ut_pytest,,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL;PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-fbeea160d511,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.25
kodcode-30f94942622e,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-27379b48dd21,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-5447585223e7,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-c508a1ca8dc1,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.875
kodcode-fd06339e908f,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-fc96c31616f8,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-d488c9d0eb4c,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-0e2fd3290517,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-57a22d377ac6,ut_pytest,,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL;PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
rstar-feb84dc08589,ut_stdio,,en,train,ok,,no_reference_solution;HARD_BUT_PARTIAL_SIGNAL,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
rstar-248d9643eb5b,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.125
rstar-933311100cb1,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-e89265c27f08,ut_stdio,,en,excluded,excluded,TOO_HARD,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
rstar-cb5cf5968a76,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.875
rstar-e790ea6f84e2,ut_stdio,,en,excluded,excluded,TOO_HARD,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
rstar-8188bc2f48f8,ut_stdio,,en,test,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
rstar-49815abad0c5,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.875
rstar-426479e184bb,ut_stdio,,en,validation,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
rstar-695bf109486c,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.125
rstar-5a4f9bbd3bb6,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
rstar-669b9c481ca2,ut_stdio,,en,validation,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
rstar-e1a3625829ce,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.125
rstar-3c9df8c3fe16,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.125
rstar-3205e165a724,ut_stdio,,en,validation,ok,,no_reference_solution,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
rstar-a421efbdf9d7,ut_stdio,,en,train,ok,,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=16)",0.375
rstar-9fcb3d143013,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-ca1f821e6613,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-6d5d24ea3a3e,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
rstar-e82db624e123,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
rstar-06e6567e4bd2,ut_stdio,,en,excluded,excluded,TOO_EASY,no_reference_solution,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-734f0a84a97f,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-c0d5f7afef05,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-6513701e3acc,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-773017eba942,ut_function,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-4761eeb93cea,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-8ffd5ba55032,ut_function,,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL;PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-8dfd8d4e9a80,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-de5f8176f94c,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.875
opencodeinstruct-76276f59066c,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.625
opencodeinstruct-d34b881936dd,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-d6671ba696e1,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-148c122a8661,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-a27013b6c84b,ut_function,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-a70569c26b4f,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-053738f36238,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.625
opencodeinstruct-4108356efcb3,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-763064d20017,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-e7246b23f411,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-e392c97ba3e2,ut_function,,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL;PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
opencodeinstruct-6fc5ef97bc44,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.75
opencodeinstruct-14c3e8eb5a78,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-7a0102b6cd8a,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-28de1def62c5,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-db354bdc8457,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-72728324d1e4,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.75
opencodeinstruct-1b27fdc15f8e,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-a394bbe0897b,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-cde9bdc40c65,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=1,k=4)",1.0
opencodeinstruct-c4b0720e5bce,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-bf7f2caca990,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-29fc349eba7c,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-7f34aabacfcd,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-972d5f723937,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-a5b1a83206cc,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-8afbac9ff3ed,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-fa9acbed6783,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",1.0
opencodeinstruct-82c3f8ffc39b,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-261bc1175004,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
opencodeinstruct-81a2a849cb01,ut_function,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-e6d814fd07a7,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",1.0
kodcode-fc07daec7cee,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.375,"measured_pass_at_k(n=2,k=16)",
kodcode-c6161718978c,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-c02d6456faad,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.375
kodcode-bf0b5e465533,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-87ea5cae6669,ut_function,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-fc25e4b7725b,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.375
kodcode-bf553808a8e1,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=16)",0.75
kodcode-07add429bdca,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-869cea073562,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-993645d69cb4,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-d69ba5c94d6e,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",0.875
kodcode-185862fbec21,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.75
kodcode-de1658981971,ut_pytest,,en,excluded,excluded,TOO_EASY,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",1.0
kodcode-a26c9a9dedf0,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-e6bae16fe424,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.125
kodcode-6774d52a6fc2,ut_pytest,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.625
kodcode-3c2d4610f640,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
opencodeinstruct-d053b5259b1c,ut_function,,en,train,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",0.375
kodcode-887bc9489c77,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.75,"measured_pass_at_k(n=2,k=8)",
kodcode-b61f1f38313a,ut_pytest,,en,excluded,excluded,TOO_HARD,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-258c566e1590,ut_pytest,,en,train,ok,,HARD_BUT_PARTIAL_SIGNAL;PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",0.0
kodcode-20d1eb2d4af7,ut_pytest,,en,validation,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.25,"measured_pass_at_k(n=2,k=8)",
kodcode-f7d9189ddf13,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=2,k=8)",
kodcode-61409f253dca,ut_pytest,,en,test,ok,,PROMPT_FIX_ENTRY_POINT,0,0,0.5,"measured_pass_at_k(n=1,k=4)",
